REAPER ACTIONS WITH DESCRIPTIONS
Format: ActionID|Description
54701|SWS/BR: Options - Set "Run FX after stopping for" to 1000 ms
54702|SWS/BR: Options - Set "Run FX after stopping for" to 2000 ms
54703|SWS/BR: Options - Set "Run FX after stopping for" to 3000 ms
54704|SWS/BR: Options - Set "Run FX after stopping for" to 4000 ms
54705|SWS/BR: Options - Set "Run FX after stopping for" to 5000 ms
54706|SWS/BR: Options - Set "Run FX after stopping for" to 6000 ms
54707|SWS/BR: Options - Set "Run FX after stopping for" to 7000 ms
54708|SWS/BR: Options - Set "Run FX after stopping for" to 8000 ms
54709|SWS/BR: Options - Set "Run FX after stopping for" to 9000 ms
54710|SWS/BR: Options - Set "Run FX after stopping for" to 10000 ms
54711|SWS/BR: Options - Toggle "Move edit cursor to start of time selection on time selection change"
54712|SWS/BR: Options - Toggle "Move edit cursor when pasting/inserting media"
54713|SWS/BR: Options - Toggle "Move edit cursor to end of recorded items on record stop"
54714|SWS/BR: Options - Toggle "Stop/repeat playback at end of project"
54715|SWS/BR: Options - Toggle "Scroll view to edit cursor on stop"
54716|SWS/BR: Options - Set grid line Z order to "Over items"
54717|SWS/BR: Options - Set grid line Z order to "Through items"
54718|SWS/BR: Options - Set grid line Z order to "Under items"
54719|SWS/BR: Options - Set marker line Z order to "Over items"
54720|SWS/BR: Options - Set marker line Z order to "Through items"
54721|SWS/BR: Options - Set marker line Z order to "Under items"
54722|SWS/BR: Options - Automatically insert stretch markers when inserting tempo markers with SWS actions
54723|SWS/BR: Options - Cycle through record modes
54724|SWS/BR: Preview media item under mouse
54725|SWS/BR: Preview media item under mouse (start from mouse cursor position)
54726|SWS/BR: Preview media item under mouse (sync with next measure)
54727|SWS/BR: Preview media item under mouse and pause during preview
54728|SWS/BR: Preview media item under mouse and pause during preview (start from mouse cursor position)
54729|SWS/BR: Preview media item under mouse at track fader volume
54730|SWS/BR: Preview media item under mouse at track fader volume (start from mouse position)
54731|SWS/BR: Preview media item under mouse at track fader volume (sync with next measure)
54732|SWS/BR: Preview media item under mouse at track fader volume and pause during preview
54733|SWS/BR: Preview media item under mouse at track fader volume and pause during preview (start from mouse cursor position)
54734|SWS/BR: Preview media item under mouse through track
54735|SWS/BR: Preview media item under mouse through track (start from mouse position)
54736|SWS/BR: Preview media item under mouse through track (sync with next measure)
54737|SWS/BR: Preview media item under mouse through track and pause during preview
54738|SWS/BR: Preview media item under mouse through track and pause during preview (start from mouse cursor position)
54739|SWS/BR: Toggle preview media item under mouse
54740|SWS/BR: Toggle preview media item under mouse (start from mouse position)
54741|SWS/BR: Toggle preview media item under mouse (sync with next measure)
54742|SWS/BR: Toggle preview media item under mouse and pause during preview
54743|SWS/BR: Toggle preview media item under mouse and pause during preview (start from mouse cursor position)
54744|SWS/BR: Toggle preview media item under mouse at track fader volume
54745|SWS/BR: Toggle preview media item under mouse at track fader volume (start from mouse position)
54746|SWS/BR: Toggle preview media item under mouse at track fader volume (sync with next measure)
54747|SWS/BR: Toggle preview media item under mouse at track fader volume and pause during preview
54748|SWS/BR: Toggle preview media item under mouse at track fader volume and pause during preview (start from mouse cursor position)
54749|SWS/BR: Toggle preview media item under mouse through track
54750|SWS/BR: Toggle preview media item under mouse through track (start from mouse position)
54751|SWS/BR: Toggle preview media item under mouse through track (sync with next measure)
54752|SWS/BR: Toggle preview media item under mouse through track and pause during preview
54753|SWS/BR: Toggle preview media item under mouse through track and pause during preview (start from mouse cursor position)
54754|SWS/BR: Preview take under mouse
54755|SWS/BR: Preview take under mouse (start from mouse cursor position)
54756|SWS/BR: Preview take under mouse (sync with next measure)
54757|SWS/BR: Preview take under mouse and pause during preview
54758|SWS/BR: Preview take under mouse and pause during preview (start from mouse cursor position)
54759|SWS/BR: Preview take under mouse at track fader volume
54760|SWS/BR: Preview take under mouse at track fader volume (start from mouse position)
54761|SWS/BR: Preview take under mouse at track fader volume (sync with next measure)
54762|SWS/BR: Preview take under mouse at track fader volume and pause during preview
54763|SWS/BR: Preview take under mouse at track fader volume and pause during preview (start from mouse cursor position)
54764|SWS/BR: Preview take under mouse through track
54765|SWS/BR: Preview take under mouse through track (start from mouse position)
54766|SWS/BR: Preview take under mouse through track (sync with next measure)
54767|SWS/BR: Preview take under mouse through track and pause during preview
54768|SWS/BR: Preview take under mouse through track and pause during preview (start from mouse cursor position)
54769|SWS/BR: Toggle preview take under mouse
54770|SWS/BR: Toggle preview take under mouse (start from mouse position)
54771|SWS/BR: Toggle preview take under mouse (sync with next measure)
54772|SWS/BR: Toggle preview take under mouse and pause during preview
54773|SWS/BR: Toggle preview take under mouse and pause during preview (start from mouse cursor position)
54774|SWS/BR: Toggle preview take under mouse at track fader volume
54775|SWS/BR: Toggle preview take under mouse at track fader volume (start from mouse position)
54776|SWS/BR: Toggle preview take under mouse at track fader volume (sync with next measure)
54777|SWS/BR: Toggle preview take under mouse at track fader volume and pause during preview
54778|SWS/BR: Toggle preview take under mouse at track fader volume and pause during preview (start from mouse cursor position)
54779|SWS/BR: Toggle preview take under mouse through track
54780|SWS/BR: Toggle preview take under mouse through track (start from mouse position)
54781|SWS/BR: Toggle preview take under mouse through track (sync with next measure)
54782|SWS/BR: Toggle preview take under mouse through track and pause during preview
54783|SWS/BR: Toggle preview take under mouse through track and pause during preview (start from mouse cursor position)
54784|SWS/BR: Adjust playrate (MIDI CC only)
54785|SWS/BR: Adjust playrate options...
54786|SWS/BR: Project track selection action - Set...
54787|SWS/BR: Project track selection action - Show...
54788|SWS/BR: Project track selection action - Clear...
54789|SWS/BR: Move closest grid line to edit cursor
54790|SWS/BR: Move closest grid line to play cursor
54791|SWS/BR: Move closest measure grid line to edit cursor
54792|SWS/BR: Move closest measure grid line to play cursor
54793|SWS/BR: Move closest left side grid line to edit cursor
54794|SWS/BR: Move closest right side grid line to edit cursor
54795|SWS/BR: Move tempo marker forward 0.1 ms
54796|SWS/BR: Move tempo marker forward 1 ms
54797|SWS/BR: Move tempo marker forward 10 ms
54798|SWS/BR: Move tempo marker forward 100 ms
54799|SWS/BR: Move tempo marker forward 1000 ms
54800|SWS/BR: Move tempo marker back 0.1 ms
54801|SWS/BR: Move tempo marker back 1 ms
54802|SWS/BR: Move tempo marker back 10 ms
54803|SWS/BR: Move tempo marker back 100 ms
54804|SWS/BR: Move tempo marker back 1000 ms
54805|SWS/BR: Move tempo marker forward
54806|SWS/BR: Move tempo marker back
54807|SWS/BR: Move closest tempo marker to edit cursor
54808|SWS/BR: Increase tempo marker 0.001 BPM (preserve overall tempo)
54809|SWS/BR: Increase tempo marker 0.01 BPM (preserve overall tempo)
54810|SWS/BR: Increase tempo marker 0.1 BPM (preserve overall tempo)
54811|SWS/BR: Increase tempo marker 01 BPM (preserve overall tempo)
54812|SWS/BR: Decrease tempo marker 0.001 BPM (preserve overall tempo)
54813|SWS/BR: Decrease tempo marker 0.01 BPM (preserve overall tempo)
54814|SWS/BR: Decrease tempo marker 0.1 BPM (preserve overall tempo)
54815|SWS/BR: Decrease tempo marker 01 BPM (preserve overall tempo)
54816|SWS/BR: Increase tempo marker 0.001% (preserve overall tempo)
54817|SWS/BR: Increase tempo marker 0.01% (preserve overall tempo)
54818|SWS/BR: Increase tempo marker 0.1% (preserve overall tempo)
54819|SWS/BR: Increase tempo marker 01% (preserve overall tempo)
54820|SWS/BR: Decrease tempo marker 0.001% (preserve overall tempo)
54821|SWS/BR: Decrease tempo marker 0.01% (preserve overall tempo)
54822|SWS/BR: Decrease tempo marker 0.1% (preserve overall tempo)
54823|SWS/BR: Decrease tempo marker 01% (preserve overall tempo)
54824|SWS/BR: Alter slope of gradual tempo marker (increase 0.001 BPM)
54825|SWS/BR: Alter slope of gradual tempo marker (increase 0.01 BPM)
54826|SWS/BR: Alter slope of gradual tempo marker (increase 0.1 BPM)
54827|SWS/BR: Alter slope of gradual tempo marker (increase 01 BPM)
54828|SWS/BR: Alter slope of gradual tempo marker (decrease 0.001 BPM)
54829|SWS/BR: Alter slope of gradual tempo marker (decrease 0.01 BPM)
54830|SWS/BR: Alter slope of gradual tempo marker (decrease 0.1 BPM)
54831|SWS/BR: Alter slope of gradual tempo marker (decrease 01 BPM)
54832|SWS/BR: Alter slope of gradual tempo marker (increase 0.001%)
54833|SWS/BR: Alter slope of gradual tempo marker (increase 0.01%)
54834|SWS/BR: Alter slope of gradual tempo marker (increase 0.1%)
54835|SWS/BR: Alter slope of gradual tempo marker (increase 01%)
54836|SWS/BR: Alter slope of gradual tempo marker (decrease 0.001%)
54837|SWS/BR: Alter slope of gradual tempo marker (decrease 0.01%)
54838|SWS/BR: Alter slope of gradual tempo marker (decrease 0.1%)
54839|SWS/BR: Alter slope of gradual tempo marker (decrease 01%)
54840|SWS/BR: Delete tempo marker (preserve overall tempo and positions if possible)
54841|SWS/BR: Delete tempo marker and preserve position and length of items (including MIDI events)
54842|SWS/BR: Delete tempo marker and preserve position and length of selected items (including MIDI events)
54843|SWS/BR: Create tempo markers at grid after every selected tempo marker
54844|SWS/BR: Select all partial time signature markers
54845|SWS/BR: Reset position of selected partial time signature markers
54846|SWS/BR: Snap position of selected partial time signature markers to closest grid line
54847|SWS/BR: Tempo help...
54848|SWS/BR: Convert project markers to tempo markers...
54849|SWS/BR: Select and adjust tempo markers...
54850|SWS/BR: Randomize tempo markers...
54851|SWS/BR: Set tempo marker shape (options)...
54852|SWS/BR: Set tempo marker shape to linear (preserve positions)
54853|SWS/BR: Set tempo marker shape to square (preserve positions)
54854|SWS/BR: Set closest envelope point's value to mouse cursor (perform until shortcut released)
54855|SWS/BR: Set closest left side envelope point's value to mouse cursor (perform until shortcut released)
54856|SWS/BR: Freehand draw envelope while snapping points to left side grid line (perform until shortcut released)
54857|SWS/BR: Select envelope at mouse cursor and set closest envelope point's value to mouse cursor (perform until shortcut released)
54858|SWS/BR: Select envelope at mouse cursor and set closest left side envelope point's value to mouse cursor (perform until shortcut released)
54859|SWS/BR: Select envelope at mouse cursor and freehand draw envelope while snapping points to left side grid line (perform until shortcut released)
54860|SWS/BR: Play from mouse cursor position (perform until shortcut released)
54861|SWS/BR: Play from mouse cursor position and solo track under mouse for the duration (perform until shortcut released)
54862|SWS/BR: Play from mouse cursor position and solo item and track under mouse for the duration (perform until shortcut released)
54863|SWS/BR: Play from edit cursor position (perform until shortcut released)
54864|SWS/BR: Play from edit cursor position and solo track under mouse for the duration (perform until shortcut released)
54865|SWS/BR: Play from edit cursor position and solo item and track under mouse for the duration (perform until shortcut released)
54872|SWS/BR: Move closest tempo marker to mouse cursor (perform until shortcut released)
54873|SWS/BR: Move closest grid line to mouse cursor (perform until shortcut released)
54874|SWS/BR: Move closest measure grid line to mouse cursor (perform until shortcut released)
54875|SWS/NF: Eraser tool (marquee sel. items and time ignoring snap, cut on shortcut release)
54876|SWS/NF: Eraser tool (marquee sel. items and time, cut on shortcut release)
54877|SWS/wol: Options - Set "Vertical zoom center" to "Track at center of view"
54878|SWS/wol: Options - Set "Vertical zoom center" to "Top visible track"
